title,youtube,site_page,landing,new_description
דנה בירן חלק 1: ״כל אחד יכול להיות אמן״,https://www.youtube.com/watch?v=43z0uzwqLPg,https://weccelerate.co.il/videos/דנה-בירן-חלק-1-״כל-אחד-יכול-להיות-אמן״-43z0uzwqLPg,fundraising,"דנה בירן מספרת על המיזם הטכנולוגי החדש שלה שמחבר בין פוטותרפיה לבינה מלאכותית.

יש לכם רעיון או מיזם? שיחת היכרות חינם עם יועץ מהצוות:
https://weccelerate.co.il/lp/fundraising?utm_source=youtube&utm_medium=video&utm_campaign=fundraising-1-43z0uzwqlpg

WeCcelerate (וויסלרייט): Venture Builder ומאיץ סטארטאפים ישראלי. ליווי מרעיון לסטארטאפ, כולל מסלול MedTech עם לאומית שירותי בריאות.
עוד מדריכים ליזמים: https://weccelerate.co.il/guides"
"""עדיף כישלון מפואר מחלומות במגירה""",https://www.youtube.com/watch?v=102m42abk88,https://weccelerate.co.il/videos/עדיף-כישלון-מפואר-מחלומות-במגירה-102m42abk88,startup,"אלון מזכיר לנו שהאויב הכי גדול של הצלחה הוא לא הטעות בדרך, אלא העובדה שלא ניסינו בכלל.

יש לכם רעיון או מיזם? שיחת היכרות חינם עם יועץ מהצוות:
https://weccelerate.co.il/lp/startup?utm_source=youtube&utm_medium=video&utm_campaign=startup-102m42abk88

WeCcelerate (וויסלרייט): Venture Builder ומאיץ סטארטאפים ישראלי. ליווי מרעיון לסטארטאפ, כולל מסלול MedTech עם לאומית שירותי בריאות.
עוד מדריכים ליזמים: https://weccelerate.co.il/guides"
"אברהם הינוך, מנכ""ל שיווק בראיון לערוץ הכלכלה: עתיד השיווק והטכנולוגיה",https://www.youtube.com/watch?v=71i6P9u-n5c,https://weccelerate.co.il/videos/אברהם-הינוך-מנכל-שיווק-בראיון-לערוץ-הכלכלה-עתיד-השיווק-והטכנ-71i6P9u-n5c,marketing,"סמנכ""ל השיווק אברהם הינוך מתארח באולפן ערוץ הכלכלה לשיחה מרתקת על עולם השיווק הדינמי, חדשנות עסקית והאתגרים של מנהלים בעידן הטכנולוגי.

יש לכם רעיון או מיזם? שיחת היכרות חינם עם יועץ מהצוות:
https://weccelerate.co.il/lp/marketing?utm_source=youtube&utm_medium=video&utm_campaign=marketing-71i6p9u-n5c

WeCcelerate (וויסלרייט): Venture Builder ומאיץ סטארטאפים ישראלי. ליווי מרעיון לסטארטאפ, כולל מסלול MedTech עם לאומית שירותי בריאות.
עוד מדריכים ליזמים: https://weccelerate.co.il/guides"
"האקזיטים של Wiz והדור החדש של ההייטק: אלון פנחס, מנכ""ל וויסלרייט, בראיון לערוץ הכלכלה 🚀💸",https://www.youtube.com/watch?v=7m0gFDt4SXA,https://weccelerate.co.il/videos/האקזיטים-של-wiz-והדור-החדש-של-ההייטק-אלון-פנחס-מנכל-וויסלריי-7m0gFDt4SXA,fundraising,"האם שוק ההייטק הישראלי עובר טלטלה?

יש לכם רעיון או מיזם? שיחת היכרות חינם עם יועץ מהצוות:
https://weccelerate.co.il/lp/fundraising?utm_source=youtube&utm_medium=video&utm_campaign=fundraising-wiz-7m0gfdt4sxa

WeCcelerate (וויסלרייט): Venture Builder ומאיץ סטארטאפים ישראלי. ליווי מרעיון לסטארטאפ, כולל מסלול MedTech עם לאומית שירותי בריאות.
עוד מדריכים ליזמים: https://weccelerate.co.il/guides"
הסוד של Wiz: למה יזמים ישראלים כבר לא ממהרים לאקזיט?,https://www.youtube.com/watch?v=KKtUFDbdhDE,https://weccelerate.co.il/videos/הסוד-של-wiz-למה-יזמים-ישראלים-כבר-לא-ממהרים-לאקזיט-KKtUFDbdhDE,fundraising,"הסוד של Wiz: למה יזמים ישראלים כבר לא ממהרים לאקזיט?

יש לכם רעיון או מיזם? שיחת היכרות חינם עם יועץ מהצוות:
https://weccelerate.co.il/lp/fundraising?utm_source=youtube&utm_medium=video&utm_campaign=fundraising-wiz-kktufdbdhde

WeCcelerate (וויסלרייט): Venture Builder ומאיץ סטארטאפים ישראלי. ליווי מרעיון לסטארטאפ, כולל מסלול MedTech עם לאומית שירותי בריאות.
עוד מדריכים ליזמים: https://weccelerate.co.il/guides"
האם אתם הופכים ללא רלוונטיים בלי לשים לב? ⚠️,https://www.youtube.com/watch?v=9AAPbsTQLfE,https://weccelerate.co.il/videos/האם-אתם-הופכים-ללא-רלוונטיים-בלי-לשים-לב-9AAPbsTQLfE,app-development,"האם אתם הופכים ללא רלוונטיים בלי לשים לב?

יש לכם רעיון או מיזם? שיחת היכרות חינם עם יועץ מהצוות:
https://weccelerate.co.il/lp/app-development?utm_source=youtube&utm_medium=video&utm_campaign=app-9aapbstqlfe

WeCcelerate (וויסלרייט): Venture Builder ומאיץ סטארטאפים ישראלי. ליווי מרעיון לסטארטאפ, כולל מסלול MedTech עם לאומית שירותי בריאות.
עוד מדריכים ליזמים: https://weccelerate.co.il/guides"
יזמים מול משקיע,https://www.youtube.com/watch?v=YKCXvD5vKlE,https://weccelerate.co.il/videos/יזמים-מול-משקיע-YKCXvD5vKlE,fundraising,"השבוע זכינו לארח את סיימון לגזיאל family office , המשקיע כבר במעל 100 חברות בשלבים ראשוניים.🤩 חיברנו אותו עם מספר יזמים שאנחנו מלווים כבר מהשלבים הראשונים…

יש לכם רעיון או מיזם? שיחת היכרות חינם עם יועץ מהצוות:
https://weccelerate.co.il/lp/fundraising?utm_source=youtube&utm_medium=video&utm_campaign=fundraising-ykcxvd5vkle

WeCcelerate (וויסלרייט): Venture Builder ומאיץ סטארטאפים ישראלי. ליווי מרעיון לסטארטאפ, כולל מסלול MedTech עם לאומית שירותי בריאות.
עוד מדריכים ליזמים: https://weccelerate.co.il/guides"
"אז מי באמת יותר ""קשה"" לעבודה? יזמים צעירים או מנוסים? 🤔",https://www.youtube.com/watch?v=ej0lbF-FtM4,https://weccelerate.co.il/videos/אז-מי-באמת-יותר-קשה-לעבודה-יזמים-צעירים-או-מנוסים-ej0lbF-FtM4,startup,"אז מי באמת יותר ""קשה"" לעבודה?

יש לכם רעיון או מיזם? שיחת היכרות חינם עם יועץ מהצוות:
https://weccelerate.co.il/lp/startup?utm_source=youtube&utm_medium=video&utm_campaign=startup-ej0lbf-ftm4

WeCcelerate (וויסלרייט): Venture Builder ומאיץ סטארטאפים ישראלי. ליווי מרעיון לסטארטאפ, כולל מסלול MedTech עם לאומית שירותי בריאות.
עוד מדריכים ליזמים: https://weccelerate.co.il/guides"
פודקאסט #48 האיש שעשה אקזיט - כך עזב עמית מוריוסף את גוגל כדי לתרגם שפת סימנים😱🚀,https://www.youtube.com/watch?v=dqtsh5hEH3A,https://weccelerate.co.il/videos/פודקאסט-48-האיש-שעשה-אקזיט-כך-עזב-עמית-מוריוסף-את-גוגל-כדי-ל-dqtsh5hEH3A,fundraising,"וואו, תתכוננו לפרק חובה!

יש לכם רעיון או מיזם? שיחת היכרות חינם עם יועץ מהצוות:
https://weccelerate.co.il/lp/fundraising?utm_source=youtube&utm_medium=video&utm_campaign=fundraising-48-dqtsh5heh3a

WeCcelerate (וויסלרייט): Venture Builder ומאיץ סטארטאפים ישראלי. ליווי מרעיון לסטארטאפ, כולל מסלול MedTech עם לאומית שירותי בריאות.
עוד מדריכים ליזמים: https://weccelerate.co.il/guides"
"המפץ הגדול של הAI ?!100,000$ להרצת מודל?!💸",https://www.youtube.com/watch?v=i3cSiXpk9-Q,https://weccelerate.co.il/videos/המפץ-הגדול-של-הai-100000-להרצת-מודל-i3cSiXpk9-Q,app-development,"כשהוא ניגש למחקר באקדמיה, הוא גילה את האמת המפתיעה על שפת הסימנים זו לא רק שפה נפרדת לחלוטין.

יש לכם רעיון או מיזם? שיחת היכרות חינם עם יועץ מהצוות:
https://weccelerate.co.il/lp/app-development?utm_source=youtube&utm_medium=video&utm_campaign=app-ai-100000-i3csixpk9-q

WeCcelerate (וויסלרייט): Venture Builder ומאיץ סטארטאפים ישראלי. ליווי מרעיון לסטארטאפ, כולל מסלול MedTech עם לאומית שירותי בריאות.
עוד מדריכים ליזמים: https://weccelerate.co.il/guides"
שמעתם פעם רעיון שנשמע מוכר מדי? 😉,https://www.youtube.com/watch?v=yzFvb1wc8iM,https://weccelerate.co.il/videos/שמעתם-פעם-רעיון-שנשמע-מוכר-מדי-yzFvb1wc8iM,startup,"שאלנו את העובדים שלנו ""כמה פעמים שמעתם את אותו הרעיון?""😉🧐 האם באמת יש דפוסים חוזרים?

יש לכם רעיון או מיזם? שיחת היכרות חינם עם יועץ מהצוות:
https://weccelerate.co.il/lp/startup?utm_source=youtube&utm_medium=video&utm_campaign=startup-yzfvb1wc8im

WeCcelerate (וויסלרייט): Venture Builder ומאיץ סטארטאפים ישראלי. ליווי מרעיון לסטארטאפ, כולל מסלול MedTech עם לאומית שירותי בריאות.
עוד מדריכים ליזמים: https://weccelerate.co.il/guides"
בדקנו עם עובדי החברה מה באמת גורם להם לקום כל בוקר ולהגיע לעבוד כאן 🧡,https://www.youtube.com/watch?v=llk-CjVwWTg,https://weccelerate.co.il/videos/בדקנו-עם-עובדי-החברה-מה-באמת-גורם-להם-לקום-כל-בוקר-ולהגיע-לע-llk-CjVwWTg,startup,"הבחירות של העובדים מורכבות משילוב מנצח של חיבור אנושי, מקצועיות וחלומות אישיים, אחרים נמשכו למקצועיות חסרת הפשרות בתהליכי היזמות, והיו כאלה שהאווירה…

יש לכם רעיון או מיזם? שיחת היכרות חינם עם יועץ מהצוות:
https://weccelerate.co.il/lp/startup?utm_source=youtube&utm_medium=video&utm_campaign=startup-llk-cjvwwtg

WeCcelerate (וויסלרייט): Venture Builder ומאיץ סטארטאפים ישראלי. ליווי מרעיון לסטארטאפ, כולל מסלול MedTech עם לאומית שירותי בריאות.
עוד מדריכים ליזמים: https://weccelerate.co.il/guides"
האם הקפה הוא הדלק שמניע אתכם? 🚀,https://www.youtube.com/watch?v=IqW-Shk8nL8,https://weccelerate.co.il/videos/האם-הקפה-הוא-הדלק-שמניע-אתכם-IqW-Shk8nL8,fundraising,"יצאנו לבדוק את עובדי החברה מהי צריכת הקפה היומית שלהם😉 גילינו שיש מי שמפחיתן ויש מי שוויתר לחלוטין!☕ צפו ותגלו מי במשרד שלנו מכור לקפאין ומי נגמל לגמרי!🧐…

יש לכם רעיון או מיזם? שיחת היכרות חינם עם יועץ מהצוות:
https://weccelerate.co.il/lp/fundraising?utm_source=youtube&utm_medium=video&utm_campaign=fundraising-iqw-shk8nl8

WeCcelerate (וויסלרייט): Venture Builder ומאיץ סטארטאפים ישראלי. ליווי מרעיון לסטארטאפ, כולל מסלול MedTech עם לאומית שירותי בריאות.
עוד מדריכים ליזמים: https://weccelerate.co.il/guides"
"מאחורי הקלעים: ליעוז, מנהל המחלקה האסטרטגית שלנו, בריאיון בלעדי! 💡📸",https://www.youtube.com/watch?v=H6nbiQAUTxM,https://weccelerate.co.il/videos/מאחורי-הקלעים-ליעוז-מנהל-המחלקה-האסטרטגית-שלנו-בריאיון-בלעדי-H6nbiQAUTxM,app-development,"השבוע מנהל המחלקה האסטרטגית של וויסלרייט, ליעוז זוהר התארח לריאיון מיוחד בערוץ 10, ערוץ הכלכלה של ישראל.🤩 השיחה התמקדה בנושאים הבוערים והמשפיעים ביותר על…

יש לכם רעיון או מיזם? שיחת היכרות חינם עם יועץ מהצוות:
https://weccelerate.co.il/lp/app-development?utm_source=youtube&utm_medium=video&utm_campaign=app-h6nbiqautxm

WeCcelerate (וויסלרייט): Venture Builder ומאיץ סטארטאפים ישראלי. ליווי מרעיון לסטארטאפ, כולל מסלול MedTech עם לאומית שירותי בריאות.
עוד מדריכים ליזמים: https://weccelerate.co.il/guides"
"רגע, מההה?! 😳 לא ציפינו לתשובות כאלה מהעובדים שלנו!😜",https://www.youtube.com/watch?v=zxWEijNlzhw,https://weccelerate.co.il/videos/רגע-מההה-לא-ציפינו-לתשובות-כאלה-מהעובדים-שלנו-zxWEijNlzhw,startup,"🤯 האם המציאות עולה על הציפיות?

יש לכם רעיון או מיזם? שיחת היכרות חינם עם יועץ מהצוות:
https://weccelerate.co.il/lp/startup?utm_source=youtube&utm_medium=video&utm_campaign=startup-zxweijnlzhw

WeCcelerate (וויסלרייט): Venture Builder ומאיץ סטארטאפים ישראלי. ליווי מרעיון לסטארטאפ, כולל מסלול MedTech עם לאומית שירותי בריאות.
עוד מדריכים ליזמים: https://weccelerate.co.il/guides"
אז.. העתיד כבר פה?! אמזון במהלך שמשגע את העולם!,https://www.youtube.com/watch?v=K-hQc-A9ehU,https://weccelerate.co.il/videos/אז-העתיד-כבר-פה-אמזון-במהלך-שמשגע-את-העולם-K-hQc-A9ehU,app-development,"האם הבינה המלאכותית הולכת לקחת לכם את המשרה?

יש לכם רעיון או מיזם? שיחת היכרות חינם עם יועץ מהצוות:
https://weccelerate.co.il/lp/app-development?utm_source=youtube&utm_medium=video&utm_campaign=app-k-hqc-a9ehu

WeCcelerate (וויסלרייט): Venture Builder ומאיץ סטארטאפים ישראלי. ליווי מרעיון לסטארטאפ, כולל מסלול MedTech עם לאומית שירותי בריאות.
עוד מדריכים ליזמים: https://weccelerate.co.il/guides"
האם ה-AI יחליף את הבן אדם או יסייע לבן אדם?!🤖🤩,https://www.youtube.com/watch?v=jBAnX0AFWps,https://weccelerate.co.il/videos/האם-ה-ai-יחליף-את-הבן-אדם-או-יסייע-לבן-אדם-jBAnX0AFWps,app-development,"האם ה-AI יחליף את הבן אדם או יסייע לבן אדם?!🤖🤩 האם הבינה המלאכותית הולכת לקחת לכם את המשרה?

יש לכם רעיון או מיזם? שיחת היכרות חינם עם יועץ מהצוות:
https://weccelerate.co.il/lp/app-development?utm_source=youtube&utm_medium=video&utm_campaign=app-ai-jbanx0afwps

WeCcelerate (וויסלרייט): Venture Builder ומאיץ סטארטאפים ישראלי. ליווי מרעיון לסטארטאפ, כולל מסלול MedTech עם לאומית שירותי בריאות.
עוד מדריכים ליזמים: https://weccelerate.co.il/guides"
די לתירוצים! ככה נראית הצלחה💡,https://www.youtube.com/watch?v=_7ieRgy0iIA,https://weccelerate.co.il/videos/די-לתירוצים-ככה-נראית-הצלחה-_7ieRgy0iIA,startup,"די לתירוצים!

יש לכם רעיון או מיזם? שיחת היכרות חינם עם יועץ מהצוות:
https://weccelerate.co.il/lp/startup?utm_source=youtube&utm_medium=video&utm_campaign=startup-7iergy0iia

WeCcelerate (וויסלרייט): Venture Builder ומאיץ סטארטאפים ישראלי. ליווי מרעיון לסטארטאפ, כולל מסלול MedTech עם לאומית שירותי בריאות.
עוד מדריכים ליזמים: https://weccelerate.co.il/guides"
שמחים לשתף אתכם בהצצה לכנס המשקיעים האחרון שלנו🧡✨,https://www.youtube.com/watch?v=Usy_OqbXnWc,https://weccelerate.co.il/videos/שמחים-לשתף-אתכם-בהצצה-לכנס-המשקיעים-האחרון-שלנו-Usy_OqbXnWc,fundraising,"שמחים לשתף אתכם בהצצה לכנס המשקיעים האחרון שלנו🧡✨ כנס המשקיעים הרבעוני שלנו שמרכז את מיטב היזמים שאנו מלווים ואת המשקיעים המובילים בתעשייה!🤩 אנחנו…

יש לכם רעיון או מיזם? שיחת היכרות חינם עם יועץ מהצוות:
https://weccelerate.co.il/lp/fundraising?utm_source=youtube&utm_medium=video&utm_campaign=fundraising-usy-oqbxnwc

WeCcelerate (וויסלרייט): Venture Builder ומאיץ סטארטאפים ישראלי. ליווי מרעיון לסטארטאפ, כולל מסלול MedTech עם לאומית שירותי בריאות.
עוד מדריכים ליזמים: https://weccelerate.co.il/guides"
"מאירוע כואב של אמא, נולדה יזמת פורצת דרך שמשנה את פני הרפואה!👸🏼",https://www.youtube.com/watch?v=LxYKaqiRdVU,https://weccelerate.co.il/videos/מאירוע-כואב-של-אמא-נולדה-יזמת-פורצת-דרך-שמשנה-את-פני-הרפואה-LxYKaqiRdVU,medtech,"רגע אישי שהפך למהפכה רפואית הסיפור המדהים של טל שירה לוי!

יש לכם רעיון או מיזם? שיחת היכרות חינם עם יועץ מהצוות:
https://weccelerate.co.il/lp/medtech?utm_source=youtube&utm_medium=video&utm_campaign=medtech-lxykaqirdvu

WeCcelerate (וויסלרייט): Venture Builder ומאיץ סטארטאפים ישראלי. ליווי מרעיון לסטארטאפ, כולל מסלול MedTech עם לאומית שירותי בריאות.
עוד מדריכים ליזמים: https://weccelerate.co.il/guides"
"אלון, מנכ""ל וויסלרייט, חושף איך AI ישנה את החיים שלכם. 🤖",https://www.youtube.com/watch?v=jS-mWxf_U0o,https://weccelerate.co.il/videos/אלון-מנכל-וויסלרייט-חושף-איך-ai-ישנה-את-החיים-שלכם-jS-mWxf_U0o,app-development,"הראיון הזה לא עוסק במה שהולך לקרות בעתיד, אלא במה שקורה כבר עכשיו, והוא יגרום לכם לחשוב מחדש על כל מה שאתם יודעים על בינה מלאכותית.

יש לכם רעיון או מיזם? שיחת היכרות חינם עם יועץ מהצוות:
https://weccelerate.co.il/lp/app-development?utm_source=youtube&utm_medium=video&utm_campaign=app-ai-js-mwxf-u0o

WeCcelerate (וויסלרייט): Venture Builder ומאיץ סטארטאפים ישראלי. ליווי מרעיון לסטארטאפ, כולל מסלול MedTech עם לאומית שירותי בריאות.
עוד מדריכים ליזמים: https://weccelerate.co.il/guides"
כל יזם יודע שבשביל לצאת לדרך עם סטארטאפ...,https://www.youtube.com/watch?v=4EU_kwdlsRs,https://weccelerate.co.il/videos/כל-יזם-יודע-שבשביל-לצאת-לדרך-עם-סטארטאפ-4EU_kwdlsRs,startup,"כל יזם יודע שבשביל לצאת לדרך עם סטארטאפ יש רגעים שבהם אתה מרגיש לא בטוח מה הצעד הבא, ושכל החלטה יכולה להיות קריטית.

יש לכם רעיון או מיזם? שיחת היכרות חינם עם יועץ מהצוות:
https://weccelerate.co.il/lp/startup?utm_source=youtube&utm_medium=video&utm_campaign=startup-4eu-kwdlsrs

WeCcelerate (וויסלרייט): Venture Builder ומאיץ סטארטאפים ישראלי. ליווי מרעיון לסטארטאפ, כולל מסלול MedTech עם לאומית שירותי בריאות.
עוד מדריכים ליזמים: https://weccelerate.co.il/guides"
"מאחורי כל אפליקציה גדולה יש לא רק רעיון, אלא גם אנשים👥🤝🏼",https://www.youtube.com/watch?v=wCZHnC1zThY,https://weccelerate.co.il/videos/מאחורי-כל-אפליקציה-גדולה-יש-לא-רק-רעיון-אלא-גם-אנשים-wCZHnC1zThY,app-development,"מאחורי כל אפליקציה גדולה יש לא רק רעיון, אלא גם אנשים👥🤝🏼 כשאותו יזם הגיע אלינו, היה לו חלום: לאפשר לכל אחד לפתוח קהילה סביב ומה שבוער בו!

יש לכם רעיון או מיזם? שיחת היכרות חינם עם יועץ מהצוות:
https://weccelerate.co.il/lp/app-development?utm_source=youtube&utm_medium=video&utm_campaign=app-wczhnc1zthy

WeCcelerate (וויסלרייט): Venture Builder ומאיץ סטארטאפים ישראלי. ליווי מרעיון לסטארטאפ, כולל מסלול MedTech עם לאומית שירותי בריאות.
עוד מדריכים ליזמים: https://weccelerate.co.il/guides"
ריאיון מעניין של אברהם סמנכ״ל השיווק של חברת WeCcelerate!,https://www.youtube.com/watch?v=_71Me3joU5U,https://weccelerate.co.il/videos/ריאיון-מעניין-של-אברהם-סמנכ״ל-השיווק-של-חברת-weccelerate-_71Me3joU5U,marketing,"אברהם התראיין לערוץ 10 - ערוץ הכלכלה של ישראל🧡 וסיפר קצת על איך תחום ה-DefenseTech פורץ קדימה!🏃‍♀️🏃 לשמיעת הריאיון המלא הכנסו לערוץ היוטיוב שלנו!

יש לכם רעיון או מיזם? שיחת היכרות חינם עם יועץ מהצוות:
https://weccelerate.co.il/lp/marketing?utm_source=youtube&utm_medium=video&utm_campaign=marketing-weccelerate-71me3jou5u

WeCcelerate (וויסלרייט): Venture Builder ומאיץ סטארטאפים ישראלי. ליווי מרעיון לסטארטאפ, כולל מסלול MedTech עם לאומית שירותי בריאות.
עוד מדריכים ליזמים: https://weccelerate.co.il/guides"
"""זה מהפך, לא עוד טרנד חולף"" 🤫",https://www.youtube.com/watch?v=QSsldqBFyc0,https://weccelerate.co.il/videos/זה-מהפך-לא-עוד-טרנד-חולף-QSsldqBFyc0,app-development,"איך תיראה המדינה שלנו, העסקים והחיים שלכם בעוד שנתיים?

יש לכם רעיון או מיזם? שיחת היכרות חינם עם יועץ מהצוות:
https://weccelerate.co.il/lp/app-development?utm_source=youtube&utm_medium=video&utm_campaign=app-qssldqbfyc0

WeCcelerate (וויסלרייט): Venture Builder ומאיץ סטארטאפים ישראלי. ליווי מרעיון לסטארטאפ, כולל מסלול MedTech עם לאומית שירותי בריאות.
עוד מדריכים ליזמים: https://weccelerate.co.il/guides"
טיזר קטן מהראיון של אלון לערוץ הכלכלה של ישראל!🇮🇱,https://www.youtube.com/watch?v=C0tdw_s6eUs,https://weccelerate.co.il/videos/טיזר-קטן-מהראיון-של-אלון-לערוץ-הכלכלה-של-ישראל-C0tdw_s6eUs,startup,"אלון מנכ״ל חברת WeCcelerate התראיין לערוץ 10 שם דיבר על המהלך הענק של חברת Nvidia ועל השפעותיה על החברה💚🧡 לראיון המלאה הכנסו לערוץ היוטיןב שלנו שם תוכלו…

יש לכם רעיון או מיזם? שיחת היכרות חינם עם יועץ מהצוות:
https://weccelerate.co.il/lp/startup?utm_source=youtube&utm_medium=video&utm_campaign=startup-c0tdw-s6eus

WeCcelerate (וויסלרייט): Venture Builder ומאיץ סטארטאפים ישראלי. ליווי מרעיון לסטארטאפ, כולל מסלול MedTech עם לאומית שירותי בריאות.
עוד מדריכים ליזמים: https://weccelerate.co.il/guides"
פודקאסט #47 לארה מלר מסטארטאפ פורץ דרך בתחום המציאות המדומה לילדים בבתי חולים 🏥✨,https://www.youtube.com/watch?v=648oRL5A_S8,https://weccelerate.co.il/videos/פודקאסט-47-לארה-מלר-מסטארטאפ-פורץ-דרך-בתחום-המציאות-המדומה-ל-648oRL5A_S8,medtech,"הפודקאסט שמשגע את עולם הרפואה בישראל!

יש לכם רעיון או מיזם? שיחת היכרות חינם עם יועץ מהצוות:
https://weccelerate.co.il/lp/medtech?utm_source=youtube&utm_medium=video&utm_campaign=medtech-47-648orl5a-s8

WeCcelerate (וויסלרייט): Venture Builder ומאיץ סטארטאפים ישראלי. ליווי מרעיון לסטארטאפ, כולל מסלול MedTech עם לאומית שירותי בריאות.
עוד מדריכים ליזמים: https://weccelerate.co.il/guides"
מחר בשעה 18:00! פרק חדש של 'הסלון של וויסלרייט',https://www.youtube.com/watch?v=_qV1K96jzpw,https://weccelerate.co.il/videos/מחר-בשעה-1800-פרק-חדש-של-הסלון-של-וויסלרייט-_qV1K96jzpw,startup,"כמו בכל שבוע, פותחים את הדלת לסלון שלנו 🛋️ והפעם?

יש לכם רעיון או מיזם? שיחת היכרות חינם עם יועץ מהצוות:
https://weccelerate.co.il/lp/startup?utm_source=youtube&utm_medium=video&utm_campaign=startup-1800-qv1k96jzpw

WeCcelerate (וויסלרייט): Venture Builder ומאיץ סטארטאפים ישראלי. ליווי מרעיון לסטארטאפ, כולל מסלול MedTech עם לאומית שירותי בריאות.
עוד מדריכים ליזמים: https://weccelerate.co.il/guides"
"פודקאסט #46 איך בונים יוניקורן? יואל בר-אל, מייסד טראקס, חושף הכל בפרק נדיר! 🦄💰",https://www.youtube.com/watch?v=v4G2TwcAFuU,https://weccelerate.co.il/videos/פודקאסט-46-איך-בונים-יוניקורן-יואל-בר-אל-מייסד-טראקס-חושף-הכ-v4G2TwcAFuU,fundraising,"איך בונים יוניקורן?

יש לכם רעיון או מיזם? שיחת היכרות חינם עם יועץ מהצוות:
https://weccelerate.co.il/lp/fundraising?utm_source=youtube&utm_medium=video&utm_campaign=fundraising-46-v4g2twcafuu

WeCcelerate (וויסלרייט): Venture Builder ומאיץ סטארטאפים ישראלי. ליווי מרעיון לסטארטאפ, כולל מסלול MedTech עם לאומית שירותי בריאות.
עוד מדריכים ליזמים: https://weccelerate.co.il/guides"
מחר בשעה 18:00 פרק חדש של 'הסלון של וויסלרייט',https://www.youtube.com/watch?v=BSOvz5liQoU,https://weccelerate.co.il/videos/מחר-בשעה-1800-פרק-חדש-של-הסלון-של-וויסלרייט-BSOvz5liQoU,startup,"כן כן, זה שוב אנחנו בסלון 🛋️ והפרק הקרוב?

יש לכם רעיון או מיזם? שיחת היכרות חינם עם יועץ מהצוות:
https://weccelerate.co.il/lp/startup?utm_source=youtube&utm_medium=video&utm_campaign=startup-1800-bsovz5liqou

WeCcelerate (וויסלרייט): Venture Builder ומאיץ סטארטאפים ישראלי. ליווי מרעיון לסטארטאפ, כולל מסלול MedTech עם לאומית שירותי בריאות.
עוד מדריכים ליזמים: https://weccelerate.co.il/guides"
"פודקאסט #45 🤫 מה שמשקיעים באמת חושבים: יניב פלדמן, מייסד גיקטיים, חושף הכל! 🚀💰",https://www.youtube.com/watch?v=e03D-WvGMbs,https://weccelerate.co.il/videos/פודקאסט-45-מה-שמשקיעים-באמת-חושבים-יניב-פלדמן-מייסד-גיקטיים--e03D-WvGMbs,fundraising,"🤫 מה שמשקיעים באמת חושבים: יניב פלדמן, מייסד גיקטיים, חושף הכל!

יש לכם רעיון או מיזם? שיחת היכרות חינם עם יועץ מהצוות:
https://weccelerate.co.il/lp/fundraising?utm_source=youtube&utm_medium=video&utm_campaign=fundraising-45-e03d-wvgmbs

WeCcelerate (וויסלרייט): Venture Builder ומאיץ סטארטאפים ישראלי. ליווי מרעיון לסטארטאפ, כולל מסלול MedTech עם לאומית שירותי בריאות.
עוד מדריכים ליזמים: https://weccelerate.co.il/guides"
מחר בשעה 18:00 פרק חדש של 'הסלון של וויסלרייט',https://www.youtube.com/watch?v=0Lo3iClxXck,https://weccelerate.co.il/videos/מחר-בשעה-1800-פרק-חדש-של-הסלון-של-וויסלרייט-0Lo3iClxXck,startup,"כמו בכל שבוע, מפנים את המקום בסלון 🛋️ ויושבים לשיחה שלא תרצו שתיגמר!

יש לכם רעיון או מיזם? שיחת היכרות חינם עם יועץ מהצוות:
https://weccelerate.co.il/lp/startup?utm_source=youtube&utm_medium=video&utm_campaign=startup-1800-0lo3iclxxck

WeCcelerate (וויסלרייט): Venture Builder ומאיץ סטארטאפים ישראלי. ליווי מרעיון לסטארטאפ, כולל מסלול MedTech עם לאומית שירותי בריאות.
עוד מדריכים ליזמים: https://weccelerate.co.il/guides"
"האם אנבידיה תשנה את כללי המשחק? מנכ""ל וויסלרייט, אלון פנחס, חושף הכל בראיון בלעדי!",https://www.youtube.com/watch?v=sfFlxEBfOvU,https://weccelerate.co.il/videos/האם-אנבידיה-תשנה-את-כללי-המשחק-מנכל-וויסלרייט-אלון-פנחס-חושף-sfFlxEBfOvU,startup,"ההשקעה של אנבידיה בישראל היא מהלך דרמטי שמטלטל את כלכלת ההייטק, אבל מה באמת מסתתר מאחורי הכותרות?

יש לכם רעיון או מיזם? שיחת היכרות חינם עם יועץ מהצוות:
https://weccelerate.co.il/lp/startup?utm_source=youtube&utm_medium=video&utm_campaign=startup-sfflxebfovu

WeCcelerate (וויסלרייט): Venture Builder ומאיץ סטארטאפים ישראלי. ליווי מרעיון לסטארטאפ, כולל מסלול MedTech עם לאומית שירותי בריאות.
עוד מדריכים ליזמים: https://weccelerate.co.il/guides"
